AMD,AMZN,CVX,NVDA,TSM
3.059999942779541,19.183000564575195,3.059999942779541,0.536069393157959,18.293481826782227
3.059999942779541,19.006999969482425,3.059999942779541,0.531749963760376,18.128812789916992
3.109999895095825,18.929500579833984,3.109999895095825,0.5374107360839844,18.742586135864254
3.0999999046325684,19.26849937438965,3.0999999046325684,0.5333157777786255,18.742586135864254
3.0799999237060547,19.239999771118164,3.0799999237060547,0.5347611308097839,18.473121643066406
3.109999895095825,19.007999420166016,3.109999895095825,0.5313887596130371,18.36084747314453
3.2100000381469727,19.28300094604492,3.2100000381469727,0.544396698474884,18.43570327758789
3.140000104904175,19.230499267578125,3.140000104904175,0.5342794060707092,18.338397979736328
3.049999952316284,19.13599967956543,3.049999952316284,0.5403014421463013,18.21114921569824
2.9800000190734863,19.39150047302246,2.9800000190734863,0.5506594777107239,18.308448791503903
2.9200000762939453,19.004499435424805,2.9200000762939453,0.5431920886039734,18.031503677368164
2.930000066757202,18.92799949645996,2.930000066757202,0.5446372032165527,17.552461624145508
2.9200000762939453,18.475500106811523,2.9200000762939453,0.5540317296981812,17.25306510925293
2.8399999141693115,18.318500518798828,2.8399999141693115,0.5511414408683777,17.582399368286133
2.759999990463257,18.71199989318848,2.759999990463257,0.5460826754570007,17.612342834472656
2.75,18.52899932861328,2.75,0.5468051433563232,17.87431526184082
2.759999990463257,18.667499542236328,2.759999990463257,0.5533092021942139,18.17372131347656
2.7699999809265137,18.59600067138672,2.7699999809265137,0.5600541234016418,18.19618034362793
2.75,18.756999969482425,2.75,0.550900399684906,18.495582580566406
2.740000009536743,18.66200065612793,2.740000009536743,0.5593311190605164,18.458152770996094
2.799999952316284,18.92449951171875,2.799999952316284,0.5653533935546875,18.54049301147461
2.8399999141693115,18.75550079345703,2.8399999141693115,0.5470461249351501,18.56294250488281
2.789999961853028,18.704500198364254,2.789999961853028,0.5395785570144653,18.338397979736328
2.630000114440918,18.54800033569336,2.630000114440918,0.5068188309669495,17.350364685058594
2.650000095367432,18.36750030517578,2.650000095367432,0.5051324963569641,17.36533546447754
2.720000028610229,18.527999877929688,2.720000028610229,0.5150085091590881,17.170717239379883
2.700000047683716,18.72949981689453,2.700000047683716,0.5171766877174377,17.402755737304688
2.680000066757202,18.604999542236328,2.680000066757202,0.5041689276695251,17.574914932250977
2.690000057220459,18.51300048828125,2.690000057220459,0.5060959458351135,17.38779067993164
2.690000057220459,18.612499237060547,2.690000057220459,0.5073003768920898,17.732105255126953
