Date,Close,Open,High,Low,Volume,momentum_rsi,momentum_stoch,momentum_roc,momentum_wr,trend_macd,trend_macd_signal,trend_ema_fast,trend_ema_slow,volatility_bbh,volatility_bbl,volatility_atr
2015-02-20,18.293481826782227,18.488093502644553,18.49557730416948,18.188690045833905,7268000,60.509893816057414,78.94759570094885,5.57235342711987,-21.05240429905115,0.39072535155512966,0.3345626600972571,18.09223774756791,17.70151239601278,18.87566009658829,16.848277700958093,0.3708463109607783
2015-02-23,18.128812789916992,18.27102931384627,18.285999774820244,18.061447143195846,7827400,57.2781355098674,70.04077859472537,2.714165636973092,-29.959221405274636,0.3647004001173535,0.3405902081012764,18.097864677160075,17.73316427704272,18.89024397598346,16.85090935958783,0.3569651482233386
2015-02-24,18.742586135864258,18.248570988654176,18.77252562582944,18.226116728095672,15932700,64.82014808947179,98.4556328866562,5.832594414256433,-1.544367113343795,0.389116327298737,0.3502954319407685,18.197052593883797,17.80793626658506,18.98903453360615,16.817987370385545,0.38563991699224964
2015-02-25,18.742586135864258,18.750069937609403,18.95216684860514,18.705159988830864,10388400,64.82014808947179,90.10602675067413,8.398264835810464,-9.893973249325867,0.4038112408761876,0.36099859372785237,18.28098083111156,17.877169590235372,19.078516725861437,16.792127843535535,0.37177661127045203
2015-02-26,18.473121643066406,18.56294153116748,18.705158019599118,18.450665957210447,7588500,59.47415691658563,77.3850351645764,8.866300603049531,-22.614964835423603,0.38922676928631716,0.36664422883954534,18.31054095602769,17.921314186741373,19.130214384701883,16.796567841860618,0.36379096800878796
2015-02-27,18.36084747314453,18.525518232362955,18.547973919936076,18.31593609799829,8541000,57.3517536280445,72.08474956448539,2.8080705381782765,-27.91525043551461,0.36440821224308806,0.3661970255202539,18.31828042019951,17.953872207956422,19.162243817020272,16.85735266430297,0.3506156534016879
2015-03-02,18.43570327758789,18.263547229714195,18.43570327758789,18.263547229714195,7081200,58.41722885375928,62.90374825374059,1.3997941920358885,-37.09625174625941,0.34678207688284246,0.36231403579277166,18.336345475182338,17.989563398299495,19.149005426650618,17.01430519651833,0.33276969284888863
2015-03-03,18.338397979736328,18.49558356285632,18.51055402629498,18.263547090205012,7485300,56.44321758067178,47.09738726423906,0.1226097145549207,-52.90261273576094,0.32125824818927384,0.35410287827207215,18.33666124511372,18.015402996924447,19.126357355266116,17.15372134193847,0.3241934171729965
2015-03-04,18.211149215698242,18.390790467538434,18.413246159391615,18.0614474586672,9415000,53.87914033552871,16.806866581401977,-2.0530932272113023,-83.19313341859802,0.2874489852931106,0.34077209967627986,18.317351702126725,18.029902716833615,19.09750436357413,17.270898308239836,0.3269539455281384
2015-03-05,18.308448791503906,18.308448791503906,18.323419248187417,18.06892719521304,6882400,55.54220567142342,27.730569651488896,-1.2515536659520987,-72.26943034851111,0.2654462641675863,0.3257069325745412,18.31598202356937,18.050535759401782,19.097900735612317,17.336369932417465,0.3197077562727623
2015-03-06,18.031503677368164,18.15126448345848,18.24856960303383,17.99407896083797,6375000,50.014151762737946,3.9061882535026857,-2.509133741404053,-96.09381174649731,0.22309014860636012,0.305183575780905,18.2722161241538,18.04912597554744,19.08768446626417,17.37877118406542,0.3191739637120796
2015-03-09,17.552461624145508,17.717132386591533,17.739588074604793,17.410245122051226,15598700,42.19173200449827,9.223328243264723,-4.36375578140483,-90.77667175673528,0.14914863902232156,0.2739765884291883,18.161484662614065,18.012336023591743,19.049038103048975,17.443615171487156,0.3493824228725655
2015-03-10,17.25306510925293,17.23061083985864,17.41025213332341,17.148274711647336,12405600,38.17322403152152,5.809127688882734,-5.687363003832843,-94.19087231111726,0.06563407461009163,0.232308085665369,18.021727808250812,17.95609373364072,18.97772995520185,17.5433666558211,0.3548628718351262
2015-03-11,17.582399368286133,17.52251896719044,17.754555342978573,17.52251896719044,9485000,44.44169114163717,24.065998611809043,-3.0140606997429384,-75.93400138819095,0.025726147946638633,0.19099169812162295,17.954138817487017,17.92841266954038,19.003910946312786,17.48949115329659,0.36952560802417794
2015-03-12,17.612342834472656,17.58988714543521,17.7770136044292,17.56743145639776,10892000,44.98781791463004,25.725935232910015,-6.030348710676921,-74.27406476708998,-0.00344526906479814,0.15210430468433872,17.901554820100195,17.905000089164993,19.024331749854444,17.41218424898589,0.3535312620249042
2015-03-13,17.87431526184082,17.709644523880858,17.94168088820201,17.702159295656138,9748200,49.65091274507294,40.24855673565523,-4.632609756889346,-59.75144326434477,-0.005363020163311916,0.1206108397148086,17.897364118829522,17.902727138992834,19.014440425748774,17.37791301358228,0.3511119411953493
2015-03-16,18.173721313476562,17.941683487872847,18.25605598055582,17.88928831036927,18384800,54.4075296337958,56.846336918936004,-1.6207349000065665,-43.153663081063996,0.01707982876649794,0.09990463752514647,17.939880610313683,17.922800781547185,18.972981351844982,17.37745638466625,0.35417481894731445
2015-03-17,18.19618034362793,18.001568613555847,18.293486922494914,17.926719156165102,12558800,54.75284267367106,67.30791104435481,-0.8968383935297742,-32.69208895564519,0.03626021903678023,0.08717575382747322,17.979311338515874,17.943051119479094,18.938158543016318,17.377847926710242,0.35543411368556416
2015-03-18,18.495582580566406,18.345882237116243,18.637799120356675,18.076419620179294,14551700,59.190279659111084,90.45221824102244,0.3248007525230151,-9.54778175897757,0.07475830759079471,0.08469226458013754,18.058737683446726,17.98397937585593,18.938158543016318,17.377847926710242,0.37602865233474586
2015-03-19,18.458152770996094,18.63779399028702,18.824920438839424,18.435697083211664,11699700,58.41894671314961,78.12491560411137,0.6530275512184488,-21.875084395888646,0.10108282740281993,0.08797037714467401,18.12018615845432,18.0191033310515,18.94995629052826,17.376529724791563,0.37734812266404727
2015-03-20,18.54049301147461,18.562947276619045,18.637798158311426,18.473127360717648,7196900,59.664210193783006,83.0359256727925,1.808473435012375,-16.964074327207502,0.12712396236604917,0.09580109418894904,18.18484875122667,18.05772478886062,18.977702491706008,17.373484642083053,0.3575778491291758
2015-03-23,18.562942504882812,18.62282290931167,18.67521951239069,18.52551778748782,9110900,60.015797592034474,84.37487838320197,1.3900342747606498,-15.625121616798028,0.14786869763914012,0.10621461487898726,18.243017021019924,18.095148323380783,19.01648513118202,17.378114974103628,0.33679023670654507
2015-03-24,18.338397979736328,18.420734100986977,18.488099758798967,18.300973248801657,9071500,54.86452027949785,70.98239352460674,1.7019895171213897,-29.01760647539326,0.1445241982244454,0.11387653154807889,18.257691014668602,18.113166816444156,18.96063697705983,17.39354431261302,0.3293081386440061
2015-03-25,17.350364685058594,18.293482165064656,18.300967394389488,17.275513819471794,32339400,39.00153709181971,12.05323045493351,-1.1513880127725538,-87.9467695450665,0.061439393714714186,0.10338910398140595,18.118102348574755,18.05666295486004,18.924364008125025,17.29059513646726,0.402665740806059
2015-03-26,17.36533546447754,17.260543679655715,17.597371867187395,17.185692812686284,36432500,39.28797172965512,12.946131034712947,0.6507270129317374,-87.05386896528707,-0.0031614524143570577,0.08207899270225336,18.002292058713646,18.005453511128003,18.91141850676109,17.19276201997231,0.40356707217556415
2015-03-27,17.170717239379883,17.148261559546203,17.30544846305997,16.961135177248526,20264000,36.86449574372041,11.244968315312306,-2.3414445337239504,-88.7550316846877,-0.06926372357838062,0.05181044944612657,17.874357471123837,17.943621194702217,18.92025740589446,17.064910097462473,0.4036303936809091
2015-03-30,17.402755737304688,17.050958608401068,17.44018044739571,17.050958608401068,14707100,41.49801463713205,23.694819846316484,-1.1900012345759232,-76.30518015368352,-0.10175372851826125,0.021097613853249007,17.801803358228582,17.903557086746844,18.879135200594224,17.00273754873439,0.4021895382122825
2015-03-31,17.574914932250977,17.5225197573871,17.63479533604704,17.45515412465885,13621500,44.73853348459085,32.93189229742797,-1.6750310442885712,-67.06810770257202,-0.11231577691113515,-0.005585064299627823,17.76689744653972,17.879213223450854,18.83527879967528,16.9702456449048,0.38517454426528963
2015-04-01,17.38779067993164,17.53749242209031,17.56743191392507,17.320425038726402,13314800,42.014410211229865,22.89188091974332,-4.324544324128719,-77.10811908025669,-0.13423822496053006,-0.031315696431808274,17.708573328600014,17.842811553560544,18.808603590419775,16.914585000583646,0.3721060791912182
2015-04-02,17.732105255126953,17.679710070303493,17.83689562477387,17.649769148883394,12443500,48.25753659012638,41.365821147246294,-2.5503983788745517,-58.634178852753706,-0.1224174620211329,-0.0495360495496732,17.712193624988775,17.834611087009907,18.758478247632123,16.907075989733602,0.3798059657563193
2015-04-06,17.61983299255371,17.365340822925553,17.769533345024286,17.357855591152724,11439200,46.499483727762076,35.341937125467496,-4.734912156445717,-64.6580628745325,-0.12071730160982952,-0.06377229996170447,17.69798429692184,17.81870159853167,18.737611567710122,16.886775601174154,0.38299314456784356
2015-04-07,17.507553100585938,17.61983013128377,17.68719435097602,17.477613606018465,13305600,44.743926199415036,29.3176437542487,-5.150026019417636,-70.68235624575131,-0.12696637185355897,-0.07641111434007537,17.668687189793243,17.7956535616468,18.738090013069673,16.881806303458646,0.3656519046068148
2015-04-08,17.36533546447754,17.312938858235857,17.47761105110092,17.27551413858191,10835200,42.552493673653025,21.68706318044356,-6.338329548571182,-78.31293681955646,-0.14176045345084276,-0.08948098216222886,17.622017693590827,17.76377814704167,18.731440270466393,16.899683081584385,0.3522906103465359
2015-04-09,17.54497718811035,17.402760679585697,17.717133187678225,17.395275449909498,10183300,46.140822014152384,34.06145187211005,-5.48385751076207,-65.93854812788994,-0.13740536047002294,-0.09906585782378768,17.61016530813229,17.747570668602314,18.731617501053034,16.895763632980167,0.352241321631951
2015-04-10,17.589887619018555,17.76204362328931,17.81443880479244,17.500066288112027,10531900,47.03158601003039,36.68153479262039,-4.081656214162583,-63.31846520737961,-0.12884477905396352,-0.10502164206982285,17.607045663653256,17.73589044270722,18.731531452907312,16.893604159580484,0.34845444113679735
2015-04-13,17.4626407623291,17.59737203865458,17.732103314980062,17.447670303257034,11125700,44.77217296849858,32.843301746485814,0.6471107628486638,-67.15669825351418,-0.13082020065417055,-0.1101813537866924,17.584829524988002,17.715649725642173,18.72285822018908,16.86110994234754,0.34205229819542043
2015-04-14,17.350364685058594,17.39527463334607,17.44018458163354,17.088387369335546,13787000,42.817594445970194,29.05061565399853,-0.0862107124251615,-70.94938434600147,-0.1398335633351273,-0.11611179569637939,17.548758011152707,17.688591574487834,18.68334419927671,16.81828830041811,0.3452724076752339
2015-04-15,17.59737205505371,17.335394731694645,17.694677183789707,17.282999552555143,16883000,48.177651407156,72.64964746958073,2.48478155994162,-27.350352530419276,-0.12559747821848433,-0.11800893220080039,17.556237094829783,17.681834573048267,18.632501773937104,16.8092498969003,0.35191293003116697
2015-04-16,17.395275115966797,17.597372030359754,17.62731152082822,16.953656567179912,28320800,44.50210394568348,49.99988904361894,-0.042985268832194806,-50.00011095638106,-0.12913423313154127,-0.12023399238694857,17.531473713466248,17.66060794659779,18.514461749083264,16.81725917529418,0.3840871323928809
2015-04-17,17.38030433654785,17.245574490430776,17.40276002473146,17.118328446046707,16113600,44.23289398561229,48.30490292516904,-1.1073202712691566,-51.69509707483096,-0.13162782997568812,-0.12251275990469648,17.508216886248032,17.63984471622372,18.38609310226304,16.837842978669578,0.3741215770220681
2015-04-20,17.417728424072266,17.51503353937296,17.679705711259103,17.357848023657674,15253500,45.12653776114988,52.5420442973318,0.17217681470698898,-47.4579557026682,-0.1290960731709987,-0.12382942255795694,17.494295584374836,17.623391657545834,18.205273949935506,16.906385672256878,0.36889518808000427
2015-04-21,17.4626407623291,17.440185073721004,17.492581680473233,17.335394715539653,13191400,46.23992269684738,57.627002652681504,-1.5196418525653643,-42.372997347318496,-0.12205857207366222,-0.123475252461098,17.489425611752413,17.611484183826075,17.957490423333898,17.044139024603115,0.3477243657653618
2015-04-22,17.844377517700195,17.515034581984587,17.844377517700195,17.50754935302952,15880200,54.66051361146104,100.0,1.274385093442025,-0.0,-0.08470194460798197,-0.1157205908904748,17.54403359728284,17.628735541890823,17.7751288657005,17.177098536032897,0.351125604725935
